FULL NAME,BORN,AGE,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER
James Whitinui Joseph,"Friday, 21 November 1969 in Blenheim, New Zealand",49,"1.96m, 105kg",Loose forward and lock,Church College,Southern,Otago,"Wednesday, 22 April 1992v World XV at Wellingtonaged 22 years, 153 days","Wednesday, 22 April 1992v World XV at Wellingtonaged 22 years, 153 days","Saturday, 24 June 1995v South Africa at Johannesburgaged 25 years, 215 days",20 (5 as a substitute) 20,10 10,30 (5 as a substitute) 30,Jersey Number 6 : 14 Jersey Number 7 : 1 Jersey Number 16 : 3 Jersey Number 17 : 2,"5pts (1t, 0c, 0p, 0dg, 0m)","10pts (2t, 0c, 0p, 0dg, 0m)","15pts (3t, 0c, 0p, 0dg, 0m)",920,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Richard David Kahui,"Sunday, 9 June 1985 in Tokoroa, New Zealand",33,"1.90m, 101kg",Utility back,Forest View High,Te Rapa,Waikato,Chiefs,Kaks,"Saturday, 21 June 2008v England at Christchurchaged 23 years, 12 days","Saturday, 21 June 2008v England at Christchurchaged 23 years, 12 days","Sunday, 23 October 2011v France at Aucklandaged 26 years, 136 days",17 (2 as a substitute) 17,1 (1 as a substitute) 1,18 (3 as a substitute) 18,Jersey Number 11 : 4 Jersey Number 13 : 6 Jersey Number 14 : 5 Jersey Number 22 : 2,"50pts (10t, 0c, 0p, 0dg, 0m)",0pts,"50pts (10t, 0c, 0p, 0dg, 0m)",1076,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Jerome Kaino,"Wednesday, 6 April 1983 in Tutuila, American Samoa",35,"1.96m, 105kg",Loose forward,St Kentigern College,Auckland University,Auckland,Blues,"Saturday, 4 December 2004v Barbarians at Londonaged 21 years, 242 days","Saturday, 10 June 2006v Ireland at Hamiltonaged 23 years, 65 days","Saturday, 8 July 2017v British & Irish Lions at Aucklandaged 34 years, 93 days",81 (5 as a substitute) 81,2 2,83 (5 as a substitute) 83,Jersey Number 4 : 1 Jersey Number 6 : 68 Jersey Number 8 : 7 Jersey Number 19 : 5,"60pts (12t, 0c, 0p, 0dg, 0m)","5pts (1t, 0c, 0p, 0dg, 0m)","65pts (13t, 0c, 0p, 0dg, 0m)",1050,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Gregory Norman Kane,"Sunday, 12 October 1952 in Tauranga, New Zealand",66,"1.83m, 83kg",Three-quarter and second five-eighth,Tauranga Boys' College,Waikato University,Waikato,"Sunday, 12 May 1974v Sydney at Sydneyaged 21 years, 212 days",0 0,7 7,7 7,,"16pts (4t, 0c, 0p, 0dg, 0m)","16pts (4t, 0c, 0p, 0dg, 0m)",741,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Joseph Francis Karam,"Wednesday, 21 November 1951 in Taumarunui, New Zealand",67,"1.73m, 82kg",Fullback,St Pat's (Silverstream),Wellington Marist-St Pat's,"Wellington, Horowhenua-Kapiti",Clock,"Thursday, 19 October 1972v British Columbia at Vancouveraged 20 years, 333 days","Saturday, 2 December 1972v Wales at Cardiffaged 21 years, 11 days","Saturday, 14 June 1975v Scotland at Aucklandaged 23 years, 205 days",10 10,32 (2 as a substitute) 32,42 (2 as a substitute) 42,Jersey Number 15 : 10,"65pts (1t, 11c, 13p, 0dg, 0m)","280pts (5t, 70c, 38p, 2dg, 0m)","345pts (6t, 81c, 51p, 2dg, 0m)",713,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Thomas Katene,"Wednesday, 14 August 1929 in Okaiawa, New Zealand","Saturday, 6 June 1992 in Auckland","1.75m, 89kg",Wing three-quarter,Matapu School,Petone,Wellingon,"Saturday, 3 September 1955v Australia at Dunedinaged 26 years, 20 days","Saturday, 3 September 1955v Australia at Dunedinaged 26 years, 20 days","Saturday, 3 September 1955v Australia at Dunedinaged 26 years, 20 days",1 1,0 0,1 1,Jersey Number 14 : 1,0pts,0pts,0pts,571,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Kieran James Keane,"Tuesday, 9 February 1954 in Christchurch, New Zealand",65,"1.73m, 75kg",Second five-eighth,St Bede's College,Canterbury University,Canterbury,"Saturday, 15 September 1979v Argentina at Wellingtonaged 25 years, 218 days",0 0,6 6,6 6,,0pts,0pts,801,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
James Charles Kearney,"Sunday, 4 April 1920 in Naseby, New Zealand","Tuesday, 1 September 1998 in Ranfurly","1.73m, 76kg",First five-eighth,St Kevin's College,Ranfurly,Otago,"Wednesday, 4 June 1947v A.C.T. at Canberraaged 27 years, 61 days","Saturday, 28 June 1947v Australia at Sydneyaged 27 years, 85 days","Saturday, 3 September 1949v South Africa at Durbanaged 29 years, 152 days",4 4,18 (2 as a substitute) 18,22 (2 as a substitute) 22,Jersey Number 10 : 4,3 as Captain,"9pts (1t, 0c, 0p, 2dg, 0m)","24pts (5t, 0c, 0p, 3dg, 0m)","33pts (6t, 0c, 0p, 5dg, 0m)",477,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Byron Terrance Kelleher,"Friday, 3 December 1976 in Dunedin, New Zealand",42,"1.75m, 95kg",Halfback,Otago Boys' High,Kaikorai,"Otago, Waikato",Chiefs,Wazza,"Friday, 11 June 1999v New Zealand 'A' at Christchurchaged 22 years, 190 days","Friday, 18 June 1999v Samoa at Albanyaged 22 years, 197 days","Saturday, 6 October 2007v France at Cardiffaged 30 years, 307 days",57 (22 as a substitute) 57,1 (1 as a substitute) 1,58 (23 as a substitute) 58,Jersey Number 9 : 35 Jersey Number 20 : 22,"40pts (8t, 0c, 0p, 0dg, 0m)",0pts,"40pts (8t, 0c, 0p, 0dg, 0m)",983,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
John Wallace Kelly,"Tuesday, 7 December 1926 in Ashburton, New Zealand","Monday, 29 April 2002 in Auckland","1.83m, 84kg",Fullback and Wing,Ashburton High,Auckland Training College,Auckland,"Saturday, 3 September 1949v Australia at Wellingtonaged 22 years, 270 days","Saturday, 3 September 1949v Australia at Wellingtonaged 22 years, 270 days","Saturday, 24 September 1949v Australia at Aucklandaged 22 years, 291 days",2 2,14 14,16 16,Jersey Number 14 : 1 Jersey Number 15 : 1,"3pts (0t, 0c, 1p, 0dg, 0m)","83pts (5t, 22c, 6p, 2dg, 0m)","86pts (5t, 22c, 7p, 2dg, 0m)",504,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Gerald Francis Kember,"Thursday, 15 November 1945 in Wellington, New Zealand",73,"1.85m, 86kg",Fullback and Second five-eighth,Nelson College,Victoria University,Wellington,"Wednesday, 18 October 1967v Eastern Canada at Montrealaged 21 years, 337 days","Saturday, 12 September 1970v South Africa at Johannesburgaged 24 years, 301 days","Saturday, 12 September 1970v South Africa at Johannesburgaged 24 years, 301 days",1 1,18 18,19 19,Jersey Number 15 : 1,"14pts (0t, 1c, 4p, 0dg, 0m)","144pts (0t, 42c, 20p, 0dg, 0m)","158pts (0t, 43c, 24p, 0dg, 0m)",665,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Dean Julian Kenny,"Monday, 22 May 1961 in Woodville, New Zealand",57,"1.79m, 79kg",Halfback,Palmerston North Boys' High,Southern,Otago,"Sunday, 26 October 1986v Selection du Centre at Clermont-Ferrandaged 25 years, 157 days",0 0,3 3,3 3,,0pts,0pts,880,,,,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,
Alexander Kerr,"Wednesday, 3 May 1871 in Christchurch, New Zealand","Thursday, 18 June 1936 in Christchurch","1.83m, 90kg",Loose Forward,Abbotsford School,Linwood,Canterbury,Sandy,"Saturday, 15 August 1896v Queensland at Wellingtonaged 25 years, 104 days",0 0,1 1,1 1,,"3pts (1t, 0c, 0p, 0dg, 0m)","3pts (1t, 0c, 0p, 0dg, 0m)",58,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,
Tawera Narada James Kerr-Barlow,"Wednesday, 15 August 1990 in Melbourne, Australia",28,"1.87m, 89kg",Halfback,Hamilton Boys' High,Hautapu,Waikato,Chiefs,TKB,"Sunday, 11 November 2012v Scotland at Edinburghaged 22 years, 88 days","Sunday, 11 November 2012v Scotland at Edinburghaged 22 years, 88 days","Saturday, 7 October 2017v South Africa at Cape Townaged 27 years, 53 days",27 (25 as a substitute) 27,2 (1 as a substitute) 2,29 (26 as a substitute) 29,Jersey Number 9 : 2 Jersey Number 21 : 25,"10pts (2t, 0c, 0p, 0dg, 0m)",0pts,"10pts (2t, 0c, 0p, 0dg, 0m)",1118,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Rodney Clive Ketels,"Thursday, 11 November 1954 in Papakura, New Zealand",64,"1.83m, 105kg",Prop,Pukekohe High,Pukekohe,Counties-Manukau,"Wednesday, 24 October 1979v London Division at Londonaged 24 years, 347 days","Saturday, 1 November 1980v Wales at Cardiffaged 25 years, 356 days","Saturday, 14 November 1981v France at Toulouseaged 27 years, 3 days",5 5,11 11,16 16,Jersey Number 1 : 5,0pts,0pts,0pts,802,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Henry Arthur Douglas Kiernan,"Monday, 24 July 1876 in Wanganui, New Zealand","Wednesday, 15 January 1947 in Otahuhu",65kg,Halfback,Unknown,Grafton,Auckland,Mickey,"Saturday, 11 July 1903v Wellington Province at Wellingtonaged 26 years, 352 days","Saturday, 15 August 1903v Australia at Sydneyaged 27 years, 22 days","Saturday, 15 August 1903v Australia at Sydneyaged 27 years, 22 days",1 1,7 7,8 8,Jersey Number 9 : 1,0pts,"9pts (3t, 0c, 0p, 0dg, 0m)","9pts (3t, 0c, 0p, 0dg, 0m)",99,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Francis David Kilby,"Tuesday, 24 April 1906 in Invercargill, New Zealand","Tuesday, 3 September 1985 in Wellington","1.68m, 69kg",Halfback,Southland Boys' High,Wellington,Wellington,"Wednesday, 6 June 1928v Griqualand West at Kimberleyaged 22 years, 43 days","Saturday, 2 July 1932v Australia at Sydneyaged 26 years, 69 days","Saturday, 25 August 1934v Australia at Sydneyaged 28 years, 123 days",4 4,14 14,18 18,Jersey Number 9 : 4,13 as Captain,"3pts (1t, 0c, 0p, 0dg, 0m)","7pts (1t, 0c, 0p, 1dg, 0m)","10pts (2t, 0c, 0p, 1dg, 0m)",337,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Brian Alexander Killeen,"Thursday, 13 April 1911 in Wellington, New Zealand","Tuesday, 9 March 1993 in Auckland","1.80m, 77kg",Second five-eighth and three-quarter,Wellington College,Grafton,Auckland,Shorty,"Saturday, 5 September 1936v Australia at Wellingtonaged 25 years, 145 days","Saturday, 5 September 1936v Australia at Wellingtonaged 25 years, 145 days","Saturday, 5 September 1936v Australia at Wellingtonaged 25 years, 145 days",1 1,1 1,2 2,Jersey Number 12 : 1,0pts,"3pts (1t, 0c, 0p, 0dg, 0m)","3pts (1t, 0c, 0p, 0dg, 0m)",422,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,SUPER RUGBY TEAM,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Regan Matthew King,"Thursday, 2 October 1980 in Cambridge, New Zealand",38,"1.88m, 87kg",Centre,Cambridge High,Hautapu,Waikato,Chiefs,"Saturday, 23 November 2002v Wales at Cardiffaged 22 years, 52 days","Saturday, 23 November 2002v Wales at Cardiffaged 22 years, 52 days","Saturday, 23 November 2002v Wales at Cardiffaged 22 years, 52 days",1 1,0 0,1 1,Jersey Number 13 : 1,"5pts (1t, 0c, 0p, 0dg, 0m)",0pts,"5pts (1t, 0c, 0p, 0dg, 0m)",1029,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Ronald Russell King,"Thursday, 19 August 1909 in Waiuta, New Zealand","Sunday, 10 January 1988 in Greymouth","1.88m, 90kg",Lock,Hokitika District High,Hokitika Excelsior,West Coast,"Monday, 6 August 1934v N.S.W. at Sydneyaged 24 years, 352 days","Saturday, 25 August 1934v Australia at Sydneyaged 25 years, 6 days","Saturday, 13 August 1938v Australia at Sydneyaged 28 years, 359 days",13 13,29 29,42 42,Jersey Number 4 : 12 Jersey Number 5 : 1,3 as Captain,0pts,"21pts (7t, 0c, 0p, 0dg, 0m)","21pts (7t, 0c, 0p, 0dg, 0m)",404,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Charles Napoleon Kingstone,"Tuesday, 2 July 1895 in Auckland, New Zealand","Friday, 6 May 1960 in New Plymouth","1.73m, 70kg",Fullback,Grafton School,Clifton,Taranaki,Nap,"Saturday, 13 August 1921v South Africa at Dunedinaged 26 years, 42 days","Saturday, 13 August 1921v South Africa at Dunedinaged 26 years, 42 days","Saturday, 17 September 1921v South Africa at Wellingtonaged 26 years, 77 days",3 3,0 0,3 3,Jersey Number 15 : 3,0pts,0pts,0pts,231,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
David Edward Kirk,"Wednesday, 5 October 1960 in Wellington, New Zealand",58,"1.73m, 73kg",Halfback,Wanganui Collegiate,Otago University,"Otago, Auckland","Wednesday, 26 October 1983v Edinburgh at Edinburghaged 23 years, 21 days","Saturday, 1 June 1985v England at Christchurchaged 24 years, 239 days","Saturday, 25 July 1987v Australia at Sydneyaged 26 years, 293 days",17 17,17 17,34 34,Jersey Number 9 : 17,11 as Captain,"24pts (6t, 0c, 0p, 0dg, 0m)","44pts (11t, 0c, 0p, 0dg, 0m)","68pts (17t, 0c, 0p, 0dg, 0m)",843,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,,,,
Alexander Kirkpatrick,"Tuesday, 4 October 1898 in Ulster, Ireland","Wednesday, 25 August 1971 in Hastings","1.80m, 75kg",Hooker,Woodville District High,Hastings,Hawke's Bay,"Wednesday, 3 June 1925v Wellington at Wellingtonaged 26 years, 242 days",0 0,12 12,12 12,,"3pts (1t, 0c, 0p, 0dg, 0m)","3pts (1t, 0c, 0p, 0dg, 0m)",308,,,,,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCES,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK CAPTAINCY,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Ian Andrew Kirkpatrick,"Friday, 24 May 1946 in Gisborne, New Zealand",72,"1.90m, 102kg",Flanker,King's College,Rangiora,"Canterbury, Poverty Bay","Wednesday, 18 October 1967v Eastern Canada at Montrealaged 21 years, 147 days","Saturday, 25 November 1967v France at Parisaged 21 years, 185 days","Saturday, 13 August 1977v British & Irish Lions at Aucklandaged 31 years, 81 days",39 (1 as a substitute) 39,74 (1 as a substitute) 74,113 (2 as a substitute) 113,Jersey Number 6 : 9 Jersey Number 7 : 27 Jersey Number 8 : 2 Jersey Number 16 : 1,43 as Captain,"57pts (16t, 0c, 0p, 0dg, 0m)","123pts (34t, 0c, 0p, 0dg, 0m)","180pts (50t, 0c, 0p, 0dg, 0m)",666,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
Earle Weston Kirton,"Sunday, 29 December 1940 in Taumarunui, New Zealand",78,"1.78m, 82kg",First five-eighth,St Pat's (Silverstream),Otago University,Otago,Conch,"Wednesday, 30 October 1963v Newport at Newportaged 22 years, 305 days","Saturday, 4 November 1967v England at Londonaged 26 years, 310 days","Saturday, 29 August 1970v South Africa at Port Elizabethaged 29 years, 243 days",13 13,36 36,49 49,Jersey Number 10 : 13,"12pts (4t, 0c, 0p, 0dg, 0m)","30pts (9t, 0c, 0p, 1dg, 0m)","42pts (13t, 0c, 0p, 1dg, 0m)",645,,,
FULL NAME,BORN,AGE,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
John James Kirwan,"Wednesday, 16 December 1964 in Auckland, New Zealand",54,"1.92m, 92kg",Wing three-quarter,De La Salle College,Auckland Marist,Auckland,JK,"Saturday, 16 June 1984v France at Christchurchaged 19 years, 183 days","Saturday, 16 June 1984v France at Christchurchaged 19 years, 183 days","Saturday, 6 August 1994v South Africa at Aucklandaged 29 years, 233 days",63 (1 as a substitute) 63,33 33,96 (1 as a substitute) 96,Jersey Number 14 : 62 Jersey Number 16 : 1,"143pts (35t, 0c, 0p, 0dg, 0m)","132pts (32t, 0c, 0p, 0dg, 0m)","275pts (67t, 0c, 0p, 0dg, 0m)",854,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,,
Alfred Louis Kivell,"Monday, 12 April 1897 in Tararu, New Zealand","Friday, 13 February 1987 in Christchurch","1.75m, 83kg",Loose Forward,Stratford High,Stratford,Taranaki,"Wednesday, 17 July 1929v N.S.W. Country at Armidaleaged 32 years, 96 days","Saturday, 20 July 1929v Australia at Brisbaneaged 32 years, 99 days","Saturday, 27 July 1929v Australia at Sydneyaged 32 years, 106 days",2 2,3 3,5 5,Jersey Number 3 : 2,0pts,0pts,0pts,375,,,,
FULL NAME,BORN,DIED,PHYSICAL,POSITION,LAST SCHOOL,RUGBY CLUB(First made All Blacks from),PROVINCE,NICKNAME,ALL BLACK DEBUT,INTERNATIONAL DEBUT,LAST TEST,ALL BLACK TESTS,ALL BLACK GAMES,TOTAL ALL BLACK MATCHES,STARTING POSITIONS,ALL BLACK TEST POINTS,ALL BLACK GAME POINTS,TOTAL ALL BLACK POINTS,ALL BLACK NUMBER,,,
